0,1,2,3
5706,18018961,1,"202,398 sqft"
5707,18018961,2,Residential
5708,9874289,3,Commercial and residential
5709,9874289,5,1940
5710,9874289,14,"5,625 sqft"
5711,9874289,12,"5,625 sqft"
5712,9874289,1,"4,548 sqft"
5713,9874289,7,Commercial (1)
5714,9874289,15,Other
5715,13851432,1,"13,966,480 sqft"
5716,13851432,2,Residential
5717,28314047,1,"108,536 sqft"
5718,28314047,2,Residential
5719,10801938,1,"46,046 sqft"
5720,10801938,2,Residential
5721,10261939,1,"120,226 sqft"
5722,10261939,2,Residential
5723,9141185,1,"65,972 sqft"
5724,9141185,2,Residential
5725,21623078,15,Car wash
5726,15674828,1,"20,288 sqft"
5727,15674828,2,Residential
5728,17834988,3,Residential only
5729,17834988,4,Detached
5730,17834988,5,2015
5731,17834988,12,"1,201 sqft"
5732,17834988,1,"5,095 sqft"
5733,17834988,13,Driveway (2)
5734,17834988,7,Residential (2)
5735,17834988,8,2 x 4 ½
5736,17834988,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
5737,17834988,10,"$26,400"
5738,18812386,15,Fast food
5739,25371423,1,"33,288 sqft"
5740,25371423,2,Residential
5741,26570046,1,"6,678 sqft"
5742,26570046,2,Residential
5743,17727019,3,Residential only
5744,17727019,4,Detached
5745,17727019,5,1912
5746,17727019,1,"3,744 sqft"
5747,17727019,13,Driveway (2)
5748,17727019,7,Residential (2)
5749,17727019,8,"1 x 5 ½,  1 x 7 ½"
5750,17727019,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
5751,17727019,10,"$11,700"
5752,21464835,1,"1,698,840 sqft"
5753,21464835,2,"Residential, Resort"
5754,26673407,1,"13,286 sqft"
5755,26673407,2,Residential
5756,19110514,1,"166,053 sqft"
5757,19110514,2,Residential
5758,19579167,1,"3,099 sqft"
5759,19579167,2,"Agricultural, Other"
5760,10591438,1,"19,500 sqft"
5761,10591438,2,Residential
5762,21154589,15,Health centre
5763,9641027,3,Residential only
5764,9641027,4,Detached
5765,9641027,5,1923
5766,9641027,1,"3,205 sqft"
5767,9641027,13,Driveway (2)
5768,9641027,7,Residential (2)
5769,9641027,8,2 x 5 ½
5770,9641027,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
5771,9641027,10,"$16,200"
5772,27097097,1,"33,583 sqft"
5773,27097097,2,"Residential, Resort"
5774,10267063,1,"45,747 sqft"
5775,10267063,2,"Residential, Resort"
5776,14174689,1,"33,816 sqft"
5777,14174689,2,Residential
5778,24225265,3,Residential only
5779,24225265,4,Detached
5780,24225265,5,Unknown age
5781,24225265,12,946 sqft
5782,24225265,1,"6,499 sqft"
5783,24225265,13,Driveway (4)
5784,24225265,7,Residential (4)
5785,24225265,8,"2 x 2 ½,  2 x 4 ½"
5786,24225265,9,"2 Rooms, 1 Bedroom, 1 Bath/powder room"
5787,24225265,10,"$21,000"
5788,24225265,11,Basement 6 feet or +
5789,12295765,3,Residential only
5790,12295765,4,Detached
5791,12295765,5,1950
5792,12295765,1,"4,080 sqft"
5793,12295765,13,Driveway (3)
5794,12295765,16,Inground
5795,12295765,7,Residential (3)
5796,12295765,8,"1 x 3 ½,  2 x 4 ½"
5797,12295765,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
5798,12295765,10,"$24,240"
5799,12295765,11,Basement 6 feet or +
5800,18868947,1,"54,555 sqft"
5801,18868947,2,Other
5802,26976922,3,Residential and commercial
5803,26976922,4,Detached
5804,26976922,5,Unknown age
5805,26976922,1,"11,536 sqft"
5806,26976922,13,Garage (2)
5807,26976922,7,Residential (7)
5808,26976922,8,"2 x 1 ½,  4 x 3 ½,  1 x 5 ½"
5809,26976922,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
5810,26976922,10,"$29,880"
5811,13138586,3,Residential only
5812,13138586,4,Detached
5813,13138586,5,1979
5814,13138586,1,"8,958 sqft"
5815,13138586,13,"Driveway (6), Garage (2)"
5816,13138586,7,Residential (5)
5817,13138586,8,"1 x 2 ½,  2 x 3 ½,  1 x 4 ½,  1 x 6 ½"
5818,13138586,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
5819,13138586,10,"$41,160"
5820,13138586,11,Basement 6 feet or +
5821,27998443,1,"40,989 sqft"
5822,27998443,2,Residential
5823,17980996,1,"43,893 sqft"
5824,17980996,2,Residential
5825,15694097,5,2010
5826,15694097,1,"8,929,800 sqft"
5827,22182839,3,Commercial and residential
5828,22182839,5,Unknown age
5829,22182839,14,"12,730 sqft"
5830,22182839,1,"7,090 sqft"
5831,22182839,7,Commercial (1)
5832,11735286,1,"11,205 sqft"
5833,11735286,2,Residential
5834,11768499,1,"3,083 sqft"
5835,11768499,2,Agricultural
5836,14959192,1,"7,954,895 sqft"
5837,14959192,2,"Other, Residential"
5838,21427645,1,"44,747 sqft"
5839,21427645,2,Residential
5840,28407770,1,"415,925 sqft"
5841,28407770,2,"Commercial, Residential, Resort"
5842,21750386,1,"39,803 sqft"
5843,21750386,2,Residential
5844,17996569,1,"32,466 sqft"
5845,17996569,2,"Commercial, Residential"
5846,28879434,5,"1921, Historic"
5847,28879434,1,"941,127 sqft"
5848,28879434,13,"Driveway (8), Garage (2)"
5849,28879434,6,Wood stove
5850,28879434,11,"Waterfront, Non-navigable body of water, Basement 6 feet or +"
5851,14358395,3,Residential only
5852,14358395,4,Attached
5853,14358395,5,"1910, Century"
5854,14358395,1,"2,199 sqft"
5855,14358395,7,Residential (3)
5856,14358395,8,"1 x 6 ½,  2 x 7 ½"
5857,14358395,9,"7 Rooms, 3 Bedrooms, 1 Bath/powder room"
5858,14358395,10,"$57,600"
5859,14358395,11,Basement 6 feet or +
5860,20596151,3,Commercial only
5861,20596151,5,1960
5862,20596151,14,"1,500 sqft"
5863,20596151,1,"107,764 sqft"
5864,20596151,7,Commercial (1)
5865,20596151,15,Garage
5866,23069345,1,"5,382 sqft"
5867,23069345,2,Residential
5868,19189759,1,"58,630 sqft"
5869,19189759,2,Residential
5870,20197934,1,"3,083 sqft"
5871,20197934,2,Agricultural
5872,22191177,3,Residential only
5873,22191177,4,Detached
5874,22191177,5,1904
5875,22191177,1,"6,154 sqft"
5876,22191177,7,Residential (2)
5877,22191177,8,"1 x 3 ½,  1 x 5 ½"
5878,22191177,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
5879,22191177,10,"$16,920"
5880,27545978,15,Restaurant
5881,21349963,3,Commercial and office space
5882,21349963,5,1988
5883,21349963,14,"1,200 sqft"
5884,21349963,1,"39,993 sqft"
5885,21349963,7,Commercial (1)
5886,28121151,3,Residential only
5887,28121151,4,Detached
5888,28121151,5,1952
5889,28121151,12,"5,134 sqft"
5890,28121151,1,"19,902 sqft"
5891,28121151,13,Driveway (17)
5892,28121151,7,Residential (18)
5893,28121151,8,"1 x 2 ½,  13 x 3 ½,  4 x 4 ½"
5894,28121151,10,"$135,396"
5895,25909259,1,"65,863 sqft"
5896,25909259,2,Residential
5897,11496563,1,"37,737 sqft"
5898,11496563,2,Residential
5899,17812638,3,Residential and commercial
5900,17812638,4,Detached
5901,17812638,5,Unknown age
5902,17812638,14,"From 484 sqft to 1,076 sqft"
5903,17812638,1,"3,707 sqft"
5904,17812638,13,"Driveway (2), Garage (2)"
5905,17812638,7,"Residential (2), Commercial (2)"
5906,17812638,8,"1 x 3 ½,  1 x 5 ½"
5907,17812638,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
5908,17812638,10,"$25,560"
5909,26024699,3,Residential and commercial
5910,26024699,4,Detached
5911,26024699,5,1946
5912,26024699,14,"1,615 sqft"
5913,26024699,12,"1,615 sqft"
5914,26024699,1,"2,295 sqft"
5915,26024699,13,Garage (2)
5916,26024699,6,"Fireplace - Other, Wood stove"
5917,26024699,7,"Residential (1), Commercial (1)"
5918,26024699,18,1 x 5 ½
5919,26024699,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
5920,26024699,10,"$15,000"
5921,26024699,11,Basement 6 feet or +
5922,14400449,1,"55,666 sqft"
5923,14400449,2,Residential
5924,9252070,1,"44,268 sqft"
5925,9252070,2,Residential
5926,21274267,3,Commercial and industrial
5927,21274267,5,2016
5928,21274267,14,"2,680 sqft"
5929,21274267,1,"2,680 sqft"
5930,21274267,7,Industrial (1)
5931,21274267,15,Other
5932,26365495,1,"21,528 sqft"
5933,26365495,2,"Residential, Resort"
5934,19334617,3,Residential only
5935,19334617,4,Detached
5936,19334617,5,1955
5937,19334617,1,"4,683 sqft"
5938,19334617,13,"Driveway (6), Garage (1)"
5939,19334617,7,Residential (2)
5940,19334617,8,2 x 4 ½
5941,19334617,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
5942,19334617,10,"$22,560"
5943,19334617,11,Basement 6 feet or +
5944,9475239,3,Residential only
5945,9475239,4,Detached
5946,9475239,5,1921
5947,9475239,12,"1,485 sqft"
5948,9475239,1,"17,982 sqft"
5949,9475239,7,Residential (4)
5950,9475239,8,"3 x 4 ½,  1 x 6 ½"
5951,9475239,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
5952,9475239,10,"$18,600"
5953,26831881,1,"133,064 sqft"
5954,26831881,2,Residential
5955,22518972,5,Unknown age
5956,22518972,1,"44,183 sqft"
5957,22518972,13,"Driveway (8), Garage (2)"
5958,22518972,6,Wood stove
5959,22518972,11,Basement 6 feet or +
5960,18426263,1,"56,586 sqft"
5961,18426263,2,Residential
5962,16595526,1,"8,094 sqft"
5963,16595526,2,Residential
5964,27722032,1,"40,000 sqft"
5965,27722032,2,Residential
5966,16364405,1,"16,914 sqft"
5967,16364405,2,Residential
5968,23666402,3,Residential only
5969,23666402,4,Detached
5970,23666402,5,1987
5971,23666402,1,"52,551 sqft"
5972,23666402,13,"Driveway (8), Garage (2)"
5973,23666402,7,Residential (2)
5974,23666402,8,2 x 8 ½
5975,23666402,9,"8 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
5976,23666402,10,"$18,000"
5977,23666402,11,"Waterfront, Non-navigable body of water, Basement 6 feet or +"
5978,14078337,3,Residential only
5979,14078337,4,Attached
5980,14078337,5,1910
5981,14078337,1,"2,530 sqft"
5982,14078337,7,Residential (5)
5983,14078337,8,"4 x 3 ½,  1 x 5 ½"
5984,14078337,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
5985,14078337,10,"$37,260"
5986,9122514,1,"32,809 sqft"
5987,9122514,2,Residential
5988,27834011,3,Commercial and office space
5989,27834011,5,1986
5990,27834011,14,"7,500 sqft"
5991,27834011,1,"28,215 sqft"
5992,27834011,7,Commercial (1)
5993,27834011,15,Restaurant
5994,25490019,3,Residential and commercial
5995,25490019,4,Detached
5996,25490019,5,"1900, Century"
5997,25490019,14,912 sqft
5998,25490019,12,912 sqft
5999,25490019,1,"4,186 sqft"
6000,25490019,13,Driveway (7)
6001,25490019,7,"Residential (1), Commercial (1)"
6002,25490019,18,1 x 4 ½
6003,25490019,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
6004,25490019,10,"$68,832"
6005,25490019,11,Basement 6 feet or +
6006,14167650,1,"1,640,034 sqft"
6007,14167650,2,Residential
6008,27685628,3,Commercial only
6009,27685628,5,1930
6010,27685628,14,"2,500 sqft"
6011,27685628,1,"2,599 sqft"
6012,27685628,7,Commercial (1)
6013,27685628,15,Gift shop
6014,27453621,3,Commercial only
6015,27453621,5,1974
6016,27453621,14,"9,339 sqft"
6017,27453621,12,"9,339 sqft"
6018,27453621,1,"8,658 sqft"
6019,27453621,7,Commercial (1)
6020,27453621,15,Hardware store
6021,13844920,1,"7,972 sqft"
6022,13844920,2,Residential
6023,19009172,1,"128,431 sqft"
6024,19009172,2,Residential
6025,21496490,1,"97,349 sqft"
6026,21496490,2,Residential
6027,10319832,1,"97,121 sqft"
6028,10319832,2,Residential
6029,10535018,3,Residential only
6030,10535018,4,Detached
6031,10535018,5,1989
6032,10535018,12,"1,176 sqft"
6033,10535018,1,"8,782 sqft"
6034,10535018,13,"Driveway (5), Garage (3)"
6035,10535018,7,Residential (4)
6036,10535018,8,"1 x 1 ½,  2 x 3 ½,  1 x 9 ½"
6037,10535018,9,"9 Rooms, 2 Bedrooms, 1 Bath/powder room"
6038,10535018,10,"$18,252"
6039,22163893,3,Industrial only
6040,22163893,5,1981
6041,22163893,14,"1,173 sqft"
6042,22163893,12,"1,182 sqft"
6043,22163893,1,"16,878 sqft"
6044,22163893,7,Industrial (1)
6045,10643810,3,Residential only
6046,10643810,4,Detached
6047,10643810,5,2017
6048,10643810,12,"6,567 sqft"
6049,10643810,1,"18,039 sqft"
6050,10643810,13,Garage (18)
6051,10643810,7,Residential (18)
6052,10643810,8,"4 x 3 ½,  11 x 4 ½,  3 x 5 ½"
6053,10643810,10,"$251,400"
6054,21832956,1,"60,214 sqft"
6055,21832956,2,Resort
6056,12772778,3,Residential only
6057,12772778,4,Detached
6058,12772778,5,Unknown age
6059,12772778,1,"4,535 sqft"
6060,12772778,13,"Driveway (4), Garage (1)"
6061,12772778,7,Residential (2)
6062,12772778,8,"1 x 4 ½,  1 x 6 ½"
6063,12772778,9,"6 Rooms, 3 Bedrooms, 1 Bath/powder room"
6064,12772778,10,"$25,800"
6065,12772778,11,Basement 6 feet or +
6066,12475614,3,Residential only
6067,12475614,4,Detached
6068,12475614,5,1963
6069,12475614,1,"7,797 sqft"
6070,12475614,13,Driveway (5)
6071,12475614,7,Residential (3)
6072,12475614,8,"1 x 3 ½,  1 x 4 ½,  1 x 7 ½"
6073,12475614,9,"3 Rooms, 1 Bedroom, 2 Bath/powder rooms"
6074,12475614,10,"$23,340"
6075,16645135,3,Commercial only
6076,16645135,5,"Unknown age, Century"
6077,16645135,14,"1,500 sqft"
6078,16645135,12,"1,537 sqft"
6079,16645135,1,"19,774 sqft"
6080,16645135,7,Commercial (1)
6081,20714399,1,"8,594 sqft"
6082,20714399,2,Residential
6083,21164258,1,"65,136 sqft"
6084,21164258,2,Residential
6085,16632835,1,"4,537 sqft"
6086,16632835,2,Residential
6087,16035720,3,Residential only
6088,16035720,4,Detached
6089,16035720,5,1961
6090,16035720,1,"5,597 sqft"
6091,16035720,7,Residential (2)
6092,16035720,8,2 x 4 ½
6093,16035720,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
6094,16035720,10,"$15,300"
6095,19828480,3,Residential only
6096,19828480,4,Attached
6097,19828480,5,1900
6098,19828480,1,"2,957 sqft"
6099,19828480,7,Residential (2)
6100,19828480,8,"1 x 4 ½,  1 x 5 ½"
6101,19828480,9,"5 Rooms, 2 Bedrooms, 2 Bath/powder rooms"
6102,19828480,10,"$10,020"
6103,28732606,3,Commercial and residential
6104,28732606,5,1940
6105,28732606,14,"1,200 sqft"
6106,28732606,1,"5,997 sqft"
6107,28732606,7,"Residential (1), Office (1)"
6108,28732606,15,Other
6109,27395988,1,"563,666 sqft"
6110,27395988,2,Other
6111,22891760,3,Residential only
6112,22891760,4,Detached
6113,22891760,5,2003
6114,22891760,12,975 sqft
6115,22891760,1,"5,151 sqft"
6116,22891760,13,Driveway (5)
6117,22891760,16,"Heated, Above-ground"
6118,22891760,6,Wood fireplace
6119,22891760,7,Residential (2)
6120,22891760,8,"1 x 5 ½,  1 x Other"
6121,22891760,9,"12 Rooms, 5 Bedrooms, 2 Bath/powder rooms"
6122,22891760,10,"$28,500"
6123,22891760,11,Basement 6 feet or +
6124,27115874,1,"47,088 sqft"
6125,27115874,2,Residential
6126,24722164,1,"6,448 sqft"
6127,24722164,2,Residential
6128,20527981,3,Residential only
6129,20527981,4,Detached
6130,20527981,5,1950
6131,20527981,1,"4,119 sqft"
6132,20527981,13,Driveway (4)
6133,20527981,7,Residential (2)
6134,20527981,8,"1 x 3 ½,  1 x 5 ½"
6135,20527981,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
6136,20527981,10,"$12,600"
6137,28667152,1,"44,831 sqft"
6138,28667152,2,Resort
6139,23557124,2,Residential
6140,10778155,3,Residential only
6141,10778155,4,Detached
6142,10778155,5,1938
6143,10778155,12,845 sqft
6144,10778155,1,"4,500 sqft"
6145,10778155,13,Driveway (2)
6146,10778155,7,Residential (2)
6147,10778155,8,2 x 4 ½
6148,10778155,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
6149,10778155,10,"$18,900"
6150,15667027,1,"30,489 sqft"
6151,15667027,2,Residential
6152,9505470,1,"67,622 sqft"
6153,9505470,2,Residential
6154,18521790,3,Residential only
6155,18521790,4,Detached
6156,18521790,5,1970
6157,18521790,1,"10,330 sqft"
6158,18521790,13,"Carport (1), Driveway (2)"
6159,18521790,16,Inground
6160,18521790,6,Wood fireplace
6161,18521790,7,Residential (2)
6162,18521790,8,"1 x 3 ½,  1 x 6 ½"
6163,18521790,9,"6 Rooms, 2 Bedrooms, 1 Bath/powder room"
6164,18521790,10,"$15,000"
6165,18521790,11,Basement 6 feet or +
6166,25497560,15,Daycare centre
6167,27809251,3,Residential only
6168,27809251,4,Detached
6169,27809251,5,1968
6170,27809251,1,"7,318 sqft"
6171,27809251,13,Driveway (8)
6172,27809251,7,Residential (8)
6173,27809251,8,8 x 4 ½
6174,27809251,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
6175,27809251,10,"$65,100"
70460,20565921,8,"2 x 5 ½,  1 x Other"
70459,20565921,7,Residential (3)
70458,20565921,1,"2,462 sqft"
70457,20565921,12,"1,634 sqft"
70456,20565921,5,1876
70455,20565921,4,Attached
70454,20565921,3,Residential only
6185,8598735,1,"416,967 sqft"
6186,8598735,2,Residential
6187,18407859,1,"92,960 sqft"
6188,18407859,2,Residential
6189,13219470,1,"60,848 sqft"
6190,13219470,2,Residential
6191,25719922,1,"151,608 sqft"
6192,25719922,2,Residential
6193,25430364,1,"10,843,191 sqft"
6194,25430364,2,Agricultural
6195,27022902,3,Commercial only
6196,27022902,5,Unknown age
6197,27022902,14,"15,023 sqft"
6198,27022902,12,"1,523 sqft"
6199,27022902,1,"8,290 sqft"
6200,27022902,7,Commercial (1)
6201,20757556,3,Residential and commercial
6202,20757556,4,Detached
6203,20757556,5,Unknown age
6204,20757556,14,"From 768 sqft to 2,192 sqft"
6205,20757556,12,"2,164 sqft"
6206,20757556,1,"10,113 sqft"
6207,20757556,13,"Driveway (14), Garage (2)"
6208,20757556,7,"Residential (2), Commercial (2)"
6209,20757556,8,"1 x 4 ½,  1 x 5 ½"
6210,20757556,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
6211,20757556,10,"$60,600"
6212,27463456,3,Residential only
6213,27463456,4,Detached
6214,27463456,5,Unknown age
6215,27463456,1,"3,871 sqft"
6216,27463456,13,Driveway (3)
6217,27463456,7,Residential (7)
6218,27463456,8,"2 x 1 ½,  4 x 3 ½,  1 x 4 ½"
6219,27463456,9,"1 Room, 1 Bedroom, 1 Bath/powder room"
6220,27463456,10,"$49,980"
6221,8691581,1,"10,095 sqft"
6222,8691581,2,Residential
6223,27078176,3,Residential only
6224,27078176,4,Detached
6225,27078176,5,1950
6226,27078176,1,"4,008 sqft"
6227,27078176,13,Driveway (3)
6228,27078176,6,Pellet fireplace
6229,27078176,7,Residential (2)
6230,27078176,8,2 x 5 ½
6231,27078176,9,"5 Rooms, 2 Bedrooms, 1 Bath/powder room"
6232,27078176,10,"$16,680"
6233,27078176,11,Basement 6 feet or +
6234,12489273,3,Residential only
6235,12489273,4,Detached
6236,12489273,5,1956
6237,12489273,12,"1,187 sqft"
6238,12489273,1,"8,361 sqft"
6239,12489273,13,Driveway (4)
6240,12489273,6,Wood fireplace
6241,12489273,7,Residential (2)
6242,12489273,8,"1 x 6 ½,  1 x 9 ½"
6243,12489273,9,"6 Rooms, 2 Bedrooms, 1 Bath/powder room"
6244,12489273,10,"$10,212"
6245,12489273,11,Basement 6 feet or +
6246,19252955,1,"50,781 sqft"
6247,19252955,2,Residential
6248,14794004,1,"94,690 sqft"
6249,14794004,2,Residential
6250,22312091,3,"Residential, Agricultural,Commercial"
6251,22312091,5,Unknown age
6252,22312091,14,"5,000 sqft"
6253,22312091,1,"89,781 sqft"
6254,22312091,7,Commercial (1)
6255,22312091,15,Greenhouse
6256,22799475,1,"70,536 sqft"
6257,22799475,2,Residential
6258,15170147,1,"99,415 sqft"
6259,15170147,2,"Residential, Resort"
6260,28042188,3,Residential only
6261,28042188,4,Detached
6262,28042188,5,1958
6263,28042188,1,"6,337 sqft"
6264,28042188,13,"Driveway (2), Garage (2)"
6265,28042188,7,Residential (2)
6266,28042188,8,"1 x 4 ½,  1 x 5 ½"
6267,28042188,9,"5 Rooms, 3 Bedrooms, 1 Bath/powder room"
6268,28042188,10,"$19,800"
6269,28042188,11,Basement 6 feet or +
6270,26968058,3,Residential only
6271,26968058,4,Detached
6272,26968058,5,1940
6273,26968058,1,"3,611 sqft"
6274,26968058,13,Driveway (2)
6275,26968058,7,Residential (4)
6276,26968058,8,4 x 4 ½
6277,26968058,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
6278,26968058,10,"$26,052"
6279,26968058,11,Basement 6 feet or +
6280,17429368,3,Commercial only
6281,17429368,5,1958
6282,17429368,14,"1,540 sqft"
6283,17429368,1,"4,800 sqft"
6284,17429368,7,Commercial (1)
6285,17429368,15,Other
6286,19890821,3,Commercial and residential
6287,19890821,5,1925
6288,19890821,14,3 sqft
6289,19890821,1,"1,514 sqft"
6290,19890821,7,"Residential (1), Commercial (1)"
6291,19890821,15,Other
6292,16971910,1,"143,748 sqft"
6293,16971910,2,Residential
6294,28763804,3,Commercial and office space
6295,28763804,5,"To be built, New"
6296,28763804,14,"1,000 sqft"
6297,28763804,12,"7,760 sqft"
6298,28763804,1,"13,258 sqft"
6299,28763804,7,Commercial (1)
6300,15272525,1,"459,619 sqft"
6301,15272525,2,Residential
6302,10242567,1,"12,763 sqft"
6303,10242567,2,Residential
6304,13647521,3,Residential only
6305,13647521,4,Detached
6306,13647521,5,1956
6307,13647521,1,"10,000 sqft"
6308,13647521,13,"Driveway (4), Garage (1)"
6309,13647521,7,Residential (4)
6310,13647521,8,4 x 4 ½
6311,13647521,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
6312,13647521,10,"$20,460"
6313,10434709,1,"7,331 sqft"
6314,10434709,2,Commercial
6315,25577999,3,Commercial and office space
6316,25577999,5,"2014, New"
6317,25577999,14,885 sqft
6318,25577999,7,Commercial (1)
6319,16374739,1,"21,814 sqft"
6320,16374739,2,Residential
6321,17198079,3,Residential only
6322,17198079,4,Detached
6323,17198079,5,1970
6324,17198079,12,"2,305 sqft"
6325,17198079,1,"7,416 sqft"
6326,17198079,13,Driveway (4)
6327,17198079,7,Residential (5)
6328,17198079,8,5 x 5 ½
6329,17198079,9,"5 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
6330,17198079,10,"$54,060"
6331,17198079,11,Basement 6 feet or +
6332,21442335,3,Residential only
6333,21442335,4,Detached
6334,21442335,5,1997
6335,21442335,13,Driveway (1)
6336,21442335,6,Wood stove
6337,21442335,7,Residential (2)
6338,21442335,8,"1 x 3 ½,  1 x 5 ½"
6339,21442335,9,"5 Rooms, 3 Bedrooms, 3 Bath/powder rooms"
6340,21442335,10,"$16,200"
6341,22713857,1,"119,997 sqft"
6342,22713857,2,Residential
6343,11185404,1,"208,515 sqft"
6344,11185404,2,Residential
6345,18904791,3,Residential and commercial
6346,18904791,4,Attached
6347,18904791,5,1992
6348,18904791,14,"2,000 sqft"
6349,18904791,1,"2,389 sqft"
6350,18904791,7,"Residential (4), Commercial (1)"
6351,18904791,8,4 x 4 ½
6352,18904791,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
6353,18904791,10,"$71,560"
6354,13997511,3,Residential only
6355,13997511,4,Detached
6356,13997511,5,2017
6357,13997511,12,"3,136 sqft"
6358,13997511,1,"15,525 sqft"
6359,13997511,13,Garage (5)
6360,13997511,7,Residential (5)
6361,13997511,8,5 x 4 ½
6362,13997511,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
6363,13997511,10,"$84,000"
6364,27041697,1,"6,178 sqft"
6365,27041697,2,Residential
6366,14276622,3,Commercial only
6367,14276622,5,1940
6368,14276622,14,"5,000 sqft"
6369,14276622,1,"16,202 sqft"
6370,14276622,7,"Residential (1), Commercial (1)"
6371,14276622,15,Fitness centre
6372,9345815,1,"18,494,601 sqft"
6373,9345815,2,Resort
6374,20530226,3,Residential only
6375,20530226,4,Detached
6376,20530226,5,1900
6377,20530226,12,"2,007 sqft"
6378,20530226,1,"1,179 sqft"
6379,20530226,7,Residential (3)
6380,20530226,8,"2 x 3 ½,  1 x 4 ½"
6381,20530226,9,"3 Rooms, 1 Bedroom, 1 Bath/powder room"
6382,20530226,10,"$19,440"
6383,22074092,15,Fast food
6384,26388794,3,Commercial only
6385,26388794,5,"To be built, New"
6386,26388794,14,"1,220 sqft"
6387,26388794,7,Commercial (1)
6388,25447533,3,Residential and commercial
6389,25447533,4,Detached
6390,25447533,5,1951
6391,25447533,14,800 sqft
6392,25447533,1,"4,725 sqft"
6393,25447533,13,"Driveway (4), Garage (2)"
6394,25447533,7,"Residential (4), Warehouse (1)"
6395,25447533,8,"1 x 2 ½,  2 x 3 ½,  1 x 4 ½"
6396,25447533,9,"4 Rooms, 2 Bedrooms, 1 Bath/powder room"
6397,25447533,10,"$27,960"
6398,25447533,11,Basement 6 feet or +
6399,20247809,1,"505,296 sqft"
6400,20247809,2,Residential
6401,9961767,1,"43,936 sqft"
6402,9961767,2,Residential
72192,22370141,2,Residential
72191,22370141,1,"21,469 sqft"
6405,28243033,1,"2,000,000 sqft"
6406,28243033,2,Agricultural
6407,25458016,3,Industrial only
6408,25458016,5,1954
6409,25458016,14,"From 4,640 sqft to 50,169 sqft"
6410,25458016,1,"27,297 sqft"
6411,25458016,7,Industrial (4)
6412,9662171,1,"11,812 sqft"
6413,9662171,2,Residential
6414,10699079,3,Commercial and office space
6415,10699079,5,1975
6416,10699079,14,"From 1,100 sqft to 5,219 sqft"
6417,10699079,12,"2,754 sqft"
6418,10699079,1,"5,978 sqft"
6419,10699079,7,Commercial (2)
6420,24959445,1,"48,456 sqft"
6421,24959445,2,Residential
6422,27647446,1,"297,437 sqft"
6423,27647446,2,Commercial
6424,18656414,3,Residential only
6425,18656414,4,Semi-detached
6426,18656414,5,1981
6427,18656414,1,"3,272 sqft"
6428,18656414,13,"Driveway (2), Garage (2)"
6429,18656414,7,Residential (3)
6430,18656414,8,"1 x 3 ½,  1 x 7 ½,  1 x 8 ½"
6431,18656414,9,"8 Rooms, 3 Bedrooms, 2 Bath/powder rooms"
6432,18656414,10,"$10,380"
6433,18656414,11,Basement 6 feet or +
6434,21044767,1,"464,204 sqft"
6435,21044767,2,"Commercial, Residential"
6436,12002131,3,Residential only
6437,12002131,4,Detached
6438,12002131,5,"To be built, New"
6439,12002131,12,"3,697 sqft"
6440,12002131,1,"20,685 sqft"
6441,12002131,13,Driveway (24)
6442,12002131,7,Residential (12)
6443,12002131,8,12 x 4 ½
6444,12002131,10,"$129,600"
6445,13015367,3,Residential only
6446,13015367,4,Detached
6447,13015367,5,1927
6448,13015367,12,"1,295 sqft"
6449,13015367,1,"4,370 sqft"
6450,13015367,13,Garage (2)
6451,13015367,7,Residential (3)
6452,13015367,8,"2 x 6 ½,  1 x Other"
6453,13015367,9,"11 Rooms, 4 Bedrooms, 2 Bath/powder rooms"
6454,13015367,10,"$50,748"
6455,13015367,11,Basement 6 feet or +
6456,15573196,1,"85,422 sqft"
6457,15573196,2,Residential
6458,10497037,1,"70,493 sqft"
6459,10497037,2,"Commercial, Industrial, Residential"
6460,21657641,1,"64,346 sqft"
6461,21657641,2,Residential
6462,27878586,1,"271,872 sqft"
6463,27878586,2,Residential
